spkid,full_name,name,neo,sats,H,orbit_id,e,a,q,i,om,w,tp,per,per_y,moid,moid_ld,moid_jup,t_jup,data_arc,condition_code,rms,pha,class
20012014, 12014 Bobhawkes (1996 VX15),Bobhawkes,N,0,13.97,JPL 56,0.1599,2.389,2.007,1.75,202.53,358.16,2460376.73,1350,3.69,1.01,392,2.18,3.52,13676,0,0.46617,N,MBA
20012016, 12016 Green (1996 XC),Green,N,0,14.07,JPL 57,0.1964,2.433,1.956,6.73,95.69,168.42,2460885.68,1390,3.8,0.942,366,2.17,3.47,11993,0,0.44011,N,MBA
20012022, 12022 Hilbert (1996 XH26),Hilbert,N,0,15.67,JPL 36,0.1067,2.341,2.091,0.58,199.9,251.48,2460873.72,1310,3.58,1.11,431,2.56,3.56,11106,0,0.5516,N,MBA
20012027, 12027 Masaakitanaka (1997 AB5),Masaakitanaka,N,0,14.79,JPL 41,0.1637,2.42,2.024,6.52,30.61,61.42,2460028.37,1370,3.76,1.05,408,2.4,3.49,18504,0,0.51508,N,MBA
20012028, 12028 Annekinney (1997 AK7),Annekinney,N,0,14.25,JPL 56,0.1765,2.592,2.135,14.34,132.61,156.28,2460231.19,1520,4.17,1.13,439,2.19,3.35,17724,0,0.57615,N,MBA
20012031, 12031 Kobaton (1997 BY4),Kobaton,N,0,14.18,JPL 49,0.1543,2.339,1.978,9.93,69.15,309.72,2460649.17,1310,3.58,0.997,388,2.78,3.53,14204,0,0.41316,N,MBA
20012032, 12032 Ivory (1997 BP5),Ivory,N,0,15.77,JPL 35,0.1828,2.372,1.939,2.71,142.55,291.81,2460971.25,1330,3.65,0.956,372,2.47,3.52,17110,0,0.48821,N,MBA
20012033, 12033 Anselmo (1997 BD9),Anselmo,N,0,13.65,JPL 49,0.1015,3.25,2.92,2.56,112.23,88.13,2461306.58,2140,5.86,1.92,748,1.38,3.17,13789,0,0.50942,N,OMB
20012035, 12035 Ruggieri (1997 CP13),Ruggieri,N,0,15.05,JPL 48,0.0763,2.433,2.247,1.28,321.03,205.66,2460282.64,1390,3.79,1.26,489,2.35,3.5,16919,0,0.56424,N,MBA
20012040, 12040 Jacobi (1997 EK8),Jacobi,N,0,15.45,JPL 38,0.2023,2.422,1.932,2.7,354.04,93.01,2461286.62,1380,3.77,0.951,370,2.32,3.48,11488,0,0.52884,N,MBA
20012042, 12042 Laques (1997 FC),Laques,N,0,13.31,JPL 53,0.0633,2.995,2.806,11.86,128.79,95.48,2460260.54,1890,5.18,1.83,712,1.91,3.22,10482,0,0.42916,N,MBA
20012044, 12044 Fabbri (1997 FU),Fabbri,N,0,13.05,JPL 57,0.1387,2.591,2.232,13.97,48.05,7.87,2460783.87,1520,4.17,1.24,484,2.44,3.37,15832,0,0.26993,N,MBA
20012045, 12045 Klein (1997 FH1),Klein,N,0,13.11,JPL 57,0.191,2.606,2.108,12.72,349.91,326.47,2460410.47,1540,4.21,1.11,431,2.27,3.35,15301,0,0.36672,N,MBA
20012047, 12047 Hideomitani (1997 GX3),Hideomitani,N,0,13.77,JPL 51,0.0375,2.994,2.882,10.08,24.65,303.67,2460671.82,1890,5.18,1.89,734,2.03,3.23,11869,0,0.55247,N,MBA
20012050, 12050 Humecronyn (1997 HE14),Humecronyn,N,0,13.24,JPL 58,0.0866,2.913,2.661,1.23,312.69,58.39,2460527.25,1820,4.97,1.66,646,2.28,3.28,18255,0,0.49854,N,MBA
20012051, 12051 Picha (1997 JO),Picha,N,0,14.49,JPL 53,0.1717,2.305,1.909,9.37,355.42,236.24,2460881.24,1280,3.5,0.92,358,2.33,3.55,17517,0,0.48595,N,MBA
20012052, 12052 Aretaon (1997 JB16),Aretaon,N,0,10.68,JPL 61,0.068,5.218,4.863,11.48,219.77,87.8,2460199.59,4350,11.9,3.87,1510,0.25,2.96,17130,0,0.43223,N,TJN
20012053, 12053 Turtlestar (1997 PK2),Turtlestar,N,0,14.18,JPL 53,0.1428,2.367,2.029,6.1,302.19,10.29,2459951.59,1330,3.64,1.02,395,2.54,3.53,25302,0,0.48452,N,MBA
20012056, 12056 Yoshigeru (1997 YS11),Yoshigeru,N,0,14.57,JPL 46,0.1601,2.286,1.92,6.28,108.54,172.29,2460071.96,1260,3.46,0.904,352,2.47,3.58,26921,0,0.39403,N,MBA
20012057, 12057 Alfredsturm (1998 DK1),Alfredsturm,N,0,15.06,JPL 51,0.0522,2.156,2.043,2.35,0.01,136.46,2460044.74,1160,3.17,1.06,412,2.73,3.7,27205,0,0.51552,N,MBA
20012059, 12059 du Chatelet (1998 ED14),du Chatelet,N,0,14.33,JPL 58,0.1832,2.54,2.075,4.11,61.05,213.82,2460078.87,1480,4.05,1.06,413,2.1,3.42,16954,0,0.51507,N,MBA
20012061, 12061 Alena (1998 FQ2),Alena,N,0,14.31,JPL 48,0.1928,2.278,1.839,3.88,23.41,280.07,2460011.16,1260,3.44,0.829,323,2.52,3.58,22812,0,0.45168,N,MBA
20012062, 12062 Tilmanspohn (1998 FB10),Tilmanspohn,N,0,14.51,JPL 41,0.1974,2.572,2.064,6.26,207.86,75.06,2460257.79,1510,4.12,1.06,412,2.09,3.39,12031,0,0.51392,N,MBA
20012064, 12064 Guiraudon (1998 FZ15),Guiraudon,N,0,13.08,JPL 54,0.0735,2.572,2.383,21.52,213.45,203.31,2460736.12,1510,4.13,1.4,545,2.56,3.33,12055,0,0.42936,N,MBA
20012065, 12065 Jaworski (1998 FA33),Jaworski,N,0,15.56,JPL 40,0.1781,2.396,1.97,2.86,160.71,97.17,2460617.34,1350,3.71,0.958,373,2.23,3.5,18542,0,0.51553,N,MBA
20012067, 12067 Jeter (1998 FH42),Jeter,N,0,15.55,JPL 31,0.1833,2.458,2.007,9.02,342.18,304.87,2461097.01,1410,3.85,1.01,392,2.32,3.45,19278,0,0.49477,N,MBA
20012068, 12068 Khandrika (1998 FZ53),Khandrika,N,0,14.77,JPL 48,0.1891,2.296,1.862,5.03,223.52,156.71,2460495.15,1270,3.48,0.865,337,2.74,3.57,17877,0,0.50985,N,MBA
20012069, 12069 Michaelbruno (1998 FC59),Michaelbruno,N,0,13.66,JPL 53,0.1798,2.258,1.852,7.14,169.29,156.64,2460002.94,1240,3.39,0.843,328,2.68,3.59,12577,0,0.44147,N,MBA
20012070, 12070 Kilkis (1998 FK63),Kilkis,N,0,14.75,JPL 50,0.1703,2.431,2.017,2.85,46.07,211.73,2460797.79,1380,3.79,1,391,2.21,3.49,12016,0,0.48931,N,MBA
20012071, 12071 Davykim (1998 FV63),Davykim,N,0,14.18,JPL 56,0.156,2.246,1.895,5.46,47.41,339.66,2460207.99,1230,3.36,0.901,350,2.85,3.61,19326,0,0.43618,N,MBA
20012072, 12072 Anupamakotha (1998 FA65),Anupamakotha,N,0,14.86,JPL 40,0.1228,2.451,2.15,4.7,199.91,167.55,2459990.39,1400,3.84,1.15,447,2.71,3.48,19375,0,0.54763,N,MBA
20012073, 12073 Larimer (1998 FD66),Larimer,N,0,14.23,JPL 54,0.0856,2.416,2.209,6.25,198.89,73.27,2460772.39,1370,3.76,1.2,469,2.44,3.5,14557,0,0.47278,N,MBA
20012074, 12074 Carolinelau (1998 FZ68),Carolinelau,N,0,14.51,JPL 44,0.1308,2.586,2.248,9.44,198.86,83.48,2460327.21,1520,4.16,1.26,489,2.23,3.39,12037,0,0.51427,N,MBA
20012075, 12075 Legg (1998 FX69),Legg,N,0,14.58,JPL 51,0.1674,2.457,2.046,3.96,133.37,146.06,2461026.27,1410,3.85,1.03,402,2.26,3.47,11964,0,0.51895,N,MBA
20012077, 12077 Frankthorne (1998 FZ70),Frankthorne,N,0,13.73,JPL 48,0.1412,2.621,2.251,14.54,14.64,224.97,2460341.85,1550,4.24,1.27,493,2.06,3.34,15869,0,0.35682,N,MBA
20012078, 12078 Ikezi (1998 FJ72),Ikezi,N,0,15.52,JPL 45,0.1121,2.198,1.952,3.69,189.35,153.38,2460901.52,1190,3.26,0.944,367,2.88,3.66,18481,0,0.54147,N,MBA
20012079, 12079 Kaibab (1998 FZ73),Kaibab,N,0,14.25,JPL 53,0.1756,2.414,1.99,1.44,246.86,6.97,2460662.13,1370,3.75,0.977,380,2.2,3.5,24522,0,0.51526,N,MBA
20012083, 12083 Darone (1998 FS121),Darone,N,0,14.53,JPL 45,0.0023,2.129,2.124,2.59,333.46,234.78,2461164.05,1130,3.11,1.11,433,2.83,3.72,22632,0,0.35593,N,MBA
20012084, 12084 Unno (1998 FL125),Unno,N,0,13.48,JPL 52,0.0937,2.581,2.339,13.41,201.86,27.74,2460131.68,1510,4.15,1.34,521,2.15,3.38,12048,0,0.44284,N,MBA
20012085, 12085 Susanmoore (1998 HV19),Susanmoore,N,0,15.77,JPL 48,0.0618,2.172,2.037,4.1,4.68,60.45,2461051.63,1170,3.2,1.05,410,2.84,3.68,17576,0,0.51711,N,MBA
20012086, 12086 Joshualevine (1998 HC22),Joshualevine,N,0,15.31,JPL 46,0.1102,2.403,2.138,5.2,209.6,16.25,2460539.3,1360,3.73,1.13,440,2.3,3.51,10571,0,0.55519,N,MBA
20012087, 12087 Tiffanylin (1998 HB30),Tiffanylin,N,0,15.41,JPL 44,0.1608,2.211,1.856,3.48,69.58,302.4,2461105.11,1200,3.29,0.858,334,2.9,3.64,12165,0,0.57022,N,MBA
20012088, 12088 Macalintal (1998 HZ31),Macalintal,N,0,14.17,JPL 53,0.0753,2.355,2.177,6.24,239.3,333.83,2460203.25,1320,3.61,1.17,457,2.44,3.54,16751,0,0.4178,N,MBA
20012089, 12089 Maichin (1998 HO35),Maichin,N,0,14.78,JPL 51,0.1209,2.353,2.069,3.37,137.29,115.8,2460306.85,1320,3.61,1.06,412,2.39,3.54,12675,0,0.48883,N,MBA
20012091, 12091 Jesmalmquist (1998 HS96),Jesmalmquist,N,0,14.41,JPL 55,0.1074,2.452,2.189,5.87,184.27,95.69,2460952.14,1400,3.84,1.18,460,2.39,3.48,17365,0,0.50621,N,MBA
20012092, 12092 Erinorourke (1998 HH97),Erinorourke,N,0,14.16,JPL 54,0.1473,2.57,2.192,8.19,212.42,212.01,2460853.25,1510,4.12,1.21,470,2.4,3.4,16405,0,0.5001,N,MBA
20012093, 12093 Chrimatthews (1998 HF99),Chrimatthews,N,0,15.29,JPL 48,0.0289,2.387,2.318,5.39,187.84,100.27,2460608.64,1350,3.69,1.31,510,2.56,3.53,17144,0,0.4904,N,MBA
20012094, 12094 Mazumder (1998 HX99),Mazumder,N,0,14.81,JPL 44,0.1027,2.237,2.007,4.45,154.77,2.57,2460531.34,1220,3.34,1.02,396,2.51,3.63,12132,0,0.49644,N,MBA
20012095, 12095 Pinel (1998 HE102),Pinel,N,0,13.74,JPL 48,0.019,2.854,2.799,1.43,345.33,157.72,2461081.38,1760,4.82,1.81,705,2.07,3.3,12382,0,0.50168,N,MBA
20012097, 12097 Peterlowen (1998 HG121),Peterlowen,N,0,14.01,JPL 57,0.145,2.398,2.05,6.14,134.83,207.66,2460828.88,1360,3.71,1.04,406,2.63,3.51,14607,0,0.35049,N,MBA
20012099, 12099 Meigooni (1998 HQ124),Meigooni,N,0,14.79,JPL 48,0.0556,2.339,2.209,5.74,117.61,343.14,2460954.37,1310,3.58,1.23,478,2.6,3.56,12668,0,0.52003,N,MBA
20012100, 12100 Amiens (1998 HR149),Amiens,N,0,15.25,JPL 40,0.0388,2.597,2.496,2.71,9.11,233.56,2460144.42,1530,4.19,1.49,578,2.28,3.41,11998,0,0.55612,N,MBA
20012101, 12101 Trujillo (1998 JX2),Trujillo,N,0,13.72,JPL 43,0.0922,2.988,2.712,10.26,165.72,142.48,2460728.89,1890,5.17,1.71,664,2.05,3.23,11884,0,0.42656,N,MBA
20012102, 12102 Piazzolla (1998 JB4),Piazzolla,N,0,13.9,JPL 54,0.1324,2.701,2.343,12.23,211.58,27.62,2460703.07,1620,4.44,1.34,522,1.94,3.32,12316,0,0.4563,N,MBA
20012104, 12104 Chesley (1998 KO6),Chesley,N,0,12.73,JPL 50,0.0246,3.012,2.938,11.14,77.99,172.78,2460583.59,1910,5.23,1.92,749,1.94,3.22,17722,0,0.37141,N,MBA
20012106, 12106 Menghuan (1998 KQ31),Menghuan,N,0,15.51,JPL 45,0.1006,2.378,2.138,5.78,202.37,195.21,2460902.34,1340,3.67,1.15,446,2.76,3.53,11063,0,0.41768,N,MBA
20012107, 12107 Reneebarcia (1998 KU46),Reneebarcia,N,0,14.66,JPL 57,0.0275,2.179,2.119,5.04,215.29,278.17,2461162.9,1170,3.22,1.14,444,2.75,3.68,16508,0,0.47295,N,MBA
20012108, 12108 Jamesaustin (1998 KJ48),Jamesaustin,N,0,13.82,JPL 47,0.1663,3.086,2.573,5.08,160.64,152.51,2461113.58,1980,5.42,1.56,607,1.7,3.2,11752,0,0.55668,N,MBA
20012111, 12111 Ulm (1998 LU),Ulm,N,0,14.02,JPL 58,0.0649,2.562,2.396,3.89,250.02,341.79,2459881.57,1500,4.1,1.39,540,2.26,3.43,12554,0,0.52758,N,MBA
20012112, 12112 Sprague (1998 MK4),Sprague,N,0,12.25,JPL 55,0.1446,3.107,2.658,22.92,156.99,100.4,2460930.73,2000,5.48,1.76,683,1.89,3.08,34081,0,0.41283,N,MBA
20012113, 12113 Hollows (1998 OH12),Hollows,N,0,13,JPL 61,0.1076,3.006,2.683,11.71,100.44,237.6,2460653.27,1900,5.21,1.69,659,2.01,3.21,17217,0,0.32335,N,MBA
20012115, 12115 Robertgrimm (1998 SD2),Robertgrimm,N,0,12.21,JPL 60,0.0788,3.241,2.985,17.75,187.2,334.71,2460967.48,2130,5.83,2,779,1.49,3.1,15114,0,0.36522,N,OMB
20012117, 12117 Meagmessina (1999 JT60),Meagmessina,N,0,14.69,JPL 55,0.1754,2.467,2.035,3.07,158.19,18.74,2461028.19,1420,3.88,1.04,405,2.06,3.46,13695,0,0.54794,N,MBA
20012118, 12118 Mirotsin (1999 NC9),Mirotsin,N,0,14.78,JPL 48,0.093,2.278,2.066,6.1,120.12,39.89,2460912.99,1260,3.44,1.08,421,2.5,3.59,17432,0,0.42473,N,MBA
20012119, 12119 Memamis (1999 NG9),Memamis,N,0,14.75,JPL 48,0.1114,2.297,2.041,6.63,316.31,109.03,2460639.63,1270,3.48,1.07,415,2.7,3.58,15283,0,0.52089,N,MBA
20012120, 12120 Rebeccagrella (1999 NQ41),Rebeccagrella,N,0,15.12,JPL 52,0.0124,2.162,2.135,4.31,20.88,355.56,2460864.73,1160,3.18,1.13,441,2.82,3.69,11811,0,0.45262,N,MBA
20012121, 12121 Greenwald (1999 NX48),Greenwald,N,0,13.97,JPL 47,0.1101,2.559,2.277,13.62,166.4,43.08,2460000.26,1500,4.09,1.3,504,2.15,3.39,11142,0,0.48097,N,MBA
20012123, 12123 Pazin (1999 OS),Pazin,N,0,14.4,JPL 53,0.1965,2.438,1.959,2.32,179.84,207.27,2461271.44,1390,3.81,0.963,375,2.53,3.48,14466,0,0.45103,N,MBA
20012124, 12124 Hvar (1999 RG3),Hvar,N,0,14.03,JPL 46,0.0752,2.897,2.68,1.96,177.81,175.42,2460423.38,1800,4.93,1.67,651,2.22,3.28,16457,0,0.51489,N,MBA
20012125, 12125 Jamesjones (1999 RS4),Jamesjones,N,0,13.74,JPL 47,0.1954,3.098,2.492,0.22,72.1,232.97,2461246.19,1990,5.45,1.48,575,1.54,3.19,16635,0,0.41694,N,MBA
20012127, 12127 Mamiya (1999 RD37),Mamiya,N,0,13.87,JPL 53,0.1872,2.452,1.993,3.56,26.85,317.72,2461208.5,1400,3.84,0.987,384,2.49,3.47,18890,0,0.38982,N,MBA
20012128, 12128 Palermiti (1999 RP43),Palermiti,N,0,13.36,JPL 49,0.096,3.019,2.729,10.35,177.81,185.84,2461022.54,1920,5.25,1.73,672,2.14,3.21,16787,0,0.45989,N,MBA
20012130, 12130 Mousa (1999 RD146),Mousa,N,0,14.85,JPL 41,0.1072,2.641,2.358,5.66,192.47,112.93,2460710.62,1570,4.29,1.35,525,2.28,3.38,11990,0,0.56792,N,MBA
20012131, 12131 Echternach (2085 P-L),Echternach,N,0,14.59,JPL 40,0.0264,2.903,2.827,1,277.84,197.99,2461228.27,1810,4.95,1.84,718,2.03,3.29,23363,0,0.54465,N,MBA
20012132, 12132 Wimfroger (2103 P-L),Wimfroger,N,0,14.07,JPL 50,0.1377,2.658,2.292,3.03,217.93,354.71,2460294.57,1580,4.33,1.29,501,1.94,3.37,23357,0,0.48944,N,MBA
20012133, 12133 Titulaer (2558 P-L),Titulaer,N,0,13.68,JPL 41,0.1494,3.151,2.68,5.14,18.13,49.37,2459786.33,2040,5.59,1.7,661,1.73,3.18,23265,0,0.48324,N,MBA
20012134, 12134 Hansfriedeman (2574 P-L),Hansfriedeman,N,0,13.82,JPL 36,0.0667,3.161,2.95,22.29,12.51,94.19,2460254.56,2050,5.62,2.06,802,1.77,3.08,23251,0,0.56949,N,MBA
20012135, 12135 Terlingen (3021 P-L),Terlingen,N,0,13.12,JPL 46,0.0962,3.15,2.847,12.2,299.78,258.71,2460760.93,2040,5.59,1.88,732,1.74,3.17,23237,0,0.48563,N,MBA
20012136, 12136 Martinryle (3045 P-L),Martinryle,N,0,13.39,JPL 51,0.162,2.644,2.216,12.75,332.33,337.48,2460581.92,1570,4.3,1.21,470,2.24,3.34,23386,0,0.38398,N,MBA
20012137, 12137 Williefowler (4004 P-L),Williefowler,N,0,14.49,JPL 49,0.0243,2.652,2.587,5.33,341.78,326.16,2460626.95,1580,4.32,1.58,613,2.34,3.38,23317,0,0.51674,N,MBA
20012138, 12138 Olinwilson (4053 P-L),Olinwilson,N,0,14.61,JPL 45,0.1155,2.48,2.193,6.36,214.69,62.19,2461170.06,1430,3.9,1.19,462,2.33,3.46,23190,0,0.50978,N,MBA
20012139, 12139 Tomcowling (4055 P-L),Tomcowling,N,0,14.83,JPL 46,0.1218,2.32,2.037,3.07,323.68,241.28,2461152.85,1290,3.53,1.04,404,2.37,3.57,23364,0,0.47362,N,MBA
20012140, 12140 Johnbolton (4087 P-L),Johnbolton,N,0,15.05,JPL 43,0.1078,2.483,2.215,2.01,2.54,156.77,2460618.11,1430,3.91,1.23,477,2.23,3.47,23206,0,0.47578,N,MBA
20012141, 12141 Chushayashi (4112 P-L),Chushayashi,N,0,14.39,JPL 44,0.0443,2.644,2.527,1.91,341.51,131.05,2461214.5,1570,4.3,1.54,601,2.27,3.39,23361,0,0.51593,N,MBA
20012142, 12142 Franklow (4624 P-L),Franklow,N,0,14.27,JPL 43,0.1563,3.157,2.664,4.11,147.22,284.7,2459880.26,2050,5.61,1.68,655,1.66,3.18,25036,0,0.55891,N,MBA
20012143, 12143 Harwit (4631 P-L),Harwit,N,0,14.48,JPL 49,0.0484,2.329,2.216,7.21,13.65,181.69,2459980.06,1300,3.55,1.22,473,2.51,3.56,25376,0,0.43725,N,MBA
20012144, 12144 Einhart (4661 P-L),Einhart,N,0,14.52,JPL 46,0.0411,2.885,2.766,2.7,54.06,19.22,2460811.87,1790,4.9,1.78,693,2.11,3.29,23364,0,0.56025,N,MBA
20012145, 12145 Behaim (4730 P-L),Behaim,N,0,15.46,JPL 38,0.0866,2.665,2.434,4.75,25.94,290.52,2460854.1,1590,4.35,1.43,555,2.32,3.37,23260,0,0.56838,N,MBA
20012146, 12146 Ostriker (6035 P-L),Ostriker,N,0,14.38,JPL 50,0.1938,2.65,2.137,11.31,358.95,300.84,2460657.18,1580,4.31,1.15,447,2.19,3.34,23378,0,0.48762,N,MBA
20012147, 12147 Bramante (6082 P-L),Bramante,N,0,14.76,JPL 43,0.0927,2.488,2.258,3.49,220.61,211.67,2460390.25,1430,3.92,1.27,495,2.5,3.47,23190,0,0.50983,N,MBA
20012148, 12148 Caravaggio (6636 P-L),Caravaggio,N,0,14.24,JPL 47,0.0184,2.881,2.828,3.77,116.07,49.57,2461256.17,1790,4.89,1.84,715,2.03,3.29,23364,0,0.53052,N,MBA
20012149, 12149 Begas (9099 P-L),Begas,N,0,13.93,JPL 41,0.1234,3.132,2.746,12.74,184.43,122.01,2461372.42,2020,5.54,1.76,684,1.9,3.16,23187,0,0.49828,N,MBA
20012150, 12150 De Ruyter (1051 T-1),De Ruyter,N,0,12.58,JPL 58,0.0562,2.993,2.825,10.51,356.86,149.15,2459793.94,1890,5.18,1.84,717,1.83,3.23,22245,0,0.39043,N,MBA
20012151, 12151 Oranje-Nassau (1220 T-1),Oranje-Nassau,N,0,14.6,JPL 53,0.1396,2.43,2.09,1.45,288.49,221.85,2460284.72,1380,3.79,1.1,429,2.23,3.49,19465,0,0.49985,N,MBA
20012152, 12152 Aratus (1287 T-1),Aratus,N,0,15.68,JPL 39,0.0205,2.238,2.192,1.77,215.79,53.7,2460890.29,1220,3.35,1.18,458,2.7,3.63,19311,0,0.57159,N,MBA
20012153, 12153 Conon (3219 T-1),Conon,N,0,15.63,JPL 36,0.1281,2.261,1.972,3.63,330.75,273.62,2461059.16,1240,3.4,0.964,375,2.47,3.61,19338,0,0.59424,N,MBA
20012154, 12154 Callimachus (3329 T-1),Callimachus,N,0,13.9,JPL 41,0.0551,3.017,2.851,9.97,195.37,112.28,2460768.32,1910,5.24,1.86,722,1.97,3.22,19500,0,0.50814,N,MBA
20012155, 12155 Hyginus (4193 T-1),Hyginus,N,0,14.8,JPL 43,0.2053,2.406,1.912,3.1,115.86,301.76,2461067.63,1360,3.73,0.926,360,2.46,3.49,19463,0,0.49884,N,MBA
20012156, 12156 Ubels (1042 T-2),Ubels,N,0,14.73,JPL 47,0.1185,2.65,2.335,1.91,214.7,140.07,2460829.84,1580,4.31,1.33,518,2.45,3.38,18583,0,0.54132,N,MBA
20012157, 12157 Konnen (1070 T-2),Konnen,N,0,15,JPL 45,0.0978,2.412,2.176,5.83,187.45,82.37,2460806.24,1370,3.75,1.17,456,2.42,3.5,18532,0,0.5287,N,MBA
20012158, 12158 Tape (1101 T-2),Tape,N,0,13.68,JPL 50,0.0605,3.001,2.82,1.25,333.12,96.41,2461267.92,1900,5.2,1.83,714,2,3.25,18553,0,0.48838,N,MBA
20012159, 12159 Bettybiegel (1142 T-2),Bettybiegel,N,0,14.6,JPL 48,0.1499,2.412,2.05,1.35,273.41,275.42,2460442.45,1370,3.75,1.05,410,2.19,3.5,18572,0,0.50413,N,MBA
20012160, 12160 Karelwakker (1152 T-2),Karelwakker,N,0,14.66,JPL 62,0.1985,2.407,1.93,4.87,13.2,275.45,2460868.74,1360,3.74,0.922,359,2.3,3.49,18532,0,0.48585,N,MBA
20012161, 12161 Avienius (1158 T-2),Avienius,N,0,15.99,JPL 40,0.2054,2.399,1.907,1.69,223.68,188.95,2461080.22,1360,3.72,0.917,357,2.48,3.5,18553,0,0.58574,N,MBA
20012162, 12162 Bilderdijk (2145 T-2),Bilderdijk,N,0,14.7,JPL 45,0.1614,2.645,2.218,13.44,187.92,198.48,2460863.41,1570,4.3,1.22,476,2.39,3.34,18591,0,0.57907,N,MBA
20012163, 12163 Manilius (3013 T-2),Manilius,N,0,14.35,JPL 47,0.0701,2.629,2.445,4.39,161.44,262.3,2460894.81,1560,4.26,1.46,569,2.39,3.39,18620,0,0.50552,N,MBA
20012164, 12164 Lowellgreen (3067 T-2),Lowellgreen,N,0,14.84,JPL 58,0.0685,2.177,2.028,2.21,132.28,61.12,2460183.29,1170,3.21,1.03,401,2.63,3.68,25492,0,0.46561,N,MBA
20012165, 12165 Ringleb (3289 T-2),Ringleb,N,0,13.34,JPL 58,0.0222,2.988,2.922,9.78,168.71,317.97,2461459.4,1890,5.16,1.94,756,1.93,3.23,18618,0,0.41103,N,MBA
20012166, 12166 Oliverherrmann (3372 T-2),Oliverherrmann,N,0,14.54,JPL 49,0.1843,2.645,2.157,6.59,144,329.33,2461228.74,1570,4.3,1.18,458,1.99,3.36,18643,0,0.48394,N,MBA
20012167, 12167 Olivermuller (4306 T-2),Olivermuller,N,0,14.49,JPL 52,0.2155,2.39,1.875,9.6,18.31,296.68,2460711.94,1350,3.69,0.885,345,2.46,3.48,18619,0,0.36046,N,MBA
20012168, 12168 Polko (5141 T-2),Polko,N,0,12.91,JPL 49,0.097,3.015,2.722,9.53,300.9,18.35,2460849.05,1910,5.23,1.71,666,1.95,3.22,25384,0,0.4484,N,MBA
20012169, 12169 Munsterman (2031 T-3),Munsterman,N,0,15.2,JPL 43,0.0228,2.21,2.16,4.35,320.67,161.75,2460564.72,1200,3.29,1.18,458,2.73,3.65,16897,0,0.52499,N,MBA
20012170, 12170 Vanvollenhoven (2372 T-3),Vanvollenhoven,N,0,14.38,JPL 37,0.2984,3.066,2.151,2.99,247.48,59.3,2460883.32,1960,5.37,1.14,443,1.31,3.16,17543,0,0.60319,N,MBA
20012171, 12171 Johannink (2382 T-3),Johannink,N,0,15.12,JPL 44,0.0598,2.738,2.574,2.37,310.4,277.63,2460953.46,1650,4.53,1.57,610,2.08,3.35,16975,0,0.56912,N,MBA
20012172, 12172 Niekdekort (2390 T-3),Niekdekort,N,0,13.84,JPL 54,0.0722,2.387,2.214,7.61,14.31,224.71,2460430.04,1350,3.69,1.21,472,2.43,3.52,19169,0,0.38742,N,MBA
20012173, 12173 Lansbergen (3135 T-3),Lansbergen,N,0,14.14,JPL 47,0.0578,2.739,2.581,3.44,185.36,261.78,2460270.53,1660,4.53,1.6,623,2.22,3.35,16978,0,0.49746,N,MBA
20012174, 12174 van het Reve (3164 T-3),van het Reve,N,0,13.88,JPL 47,0.1096,2.68,2.387,12.96,195.78,190.13,2461069.9,1600,4.39,1.39,541,2.48,3.33,17109,0,0.37287,N,MBA
20012175, 12175 Wimhermans (3197 T-3),Wimhermans,N,0,13.56,JPL 51,0.1792,3.112,2.554,2.88,70.8,305.45,2461401.09,2010,5.49,1.56,606,1.79,3.19,17045,0,0.48399,N,MBA
20012176, 12176 Hidayat (3468 T-3),Hidayat,N,0,15.17,JPL 45,0.1454,2.398,2.049,2.03,49.78,194.15,2460610.46,1360,3.71,1.04,404,2.26,3.51,17068,0,0.53903,N,MBA
20012177, 12177 Raharto (4074 T-3),Raharto,N,0,15.22,JPL 47,0.084,2.398,2.197,3.31,95.73,94.6,2460342.91,1360,3.71,1.2,468,2.36,3.52,17076,0,0.5301,N,MBA
20012178, 12178 Dhani (4304 T-3),Dhani,N,0,14.78,JPL 43,0.0254,2.713,2.644,4.49,117.78,21.95,2460272.68,1630,4.47,1.66,646,2.2,3.36,17037,0,0.52683,N,MBA
20012179, 12179 Taufiq (5030 T-3),Taufiq,N,0,13.67,JPL 48,0.2009,3.1,2.477,11.82,149.77,172.75,2461199.51,1990,5.46,1.47,570,1.63,3.16,19298,0,0.52015,N,MBA
20012180, 12180 Kistemaker (5167 T-3),Kistemaker,N,0,14.12,JPL 40,0.0947,3.136,2.839,10.34,136.85,168.04,2461372.85,2030,5.55,1.83,711,1.83,3.18,16977,0,0.59958,N,MBA
20012182, 12182 Storm (1973 UQ5),Storm,N,0,15.15,JPL 47,0.147,2.39,2.039,1.86,190.58,178.94,2460826.86,1350,3.7,1.04,404,2.72,3.52,18540,0,0.40012,N,MBA
20012183, 12183 Caltonen (1975 SU1),Caltonen,N,0,13.44,JPL 38,0.1382,3.211,2.767,1.52,172.41,17.63,2460683.95,2100,5.75,1.77,689,1.3,3.18,17753,0,0.48435,N,OMB
20012184, 12184 Trevormerkley (1975 SB2),Trevormerkley,N,0,15.27,JPL 41,0.1268,2.253,1.967,7.86,190.1,184.33,2461212.38,1240,3.38,0.967,376,2.92,3.6,17767,0,0.52443,N,MBA
20012185, 12185 Gasprinskij (1976 SL5),Gasprinskij,N,0,14.14,JPL 45,0.0906,2.742,2.493,5.55,14.49,30.29,2461372.78,1660,4.54,1.5,585,2.36,3.34,17446,0,0.42633,N,MBA
