spkid,full_name,name,neo,sats,H,orbit_id,e,a,q,i,om,w,tp,per,per_y,moid,moid_ld,moid_jup,t_jup,data_arc,condition_code,rms,pha,class
20011801, 11801 Frigeri (1981 EL5),Frigeri,N,0,13.2,JPL 51,0.0887,3.048,2.778,9.72,245.9,199.32,2459747.57,1940,5.32,1.8,699,1.95,3.21,27071,0,0.49481,N,MBA
20011802, 11802 Ivanovski (1981 EP12),Ivanovski,N,0,14.84,JPL 52,0.0727,2.243,2.08,5.12,259.1,155.34,2460226.12,1230,3.36,1.09,425,2.82,3.62,15788,0,0.4493,N,MBA
20011803, 11803 Turrini (1981 ES12),Turrini,N,0,13.81,JPL 50,0.1184,3.041,2.681,13.93,202.44,265.82,2459835.88,1940,5.3,1.74,678,1.89,3.19,15874,0,0.53464,N,MBA
20011804, 11804 Zambon (1981 EE13),Zambon,N,0,14.92,JPL 40,0.1996,2.594,2.076,7.47,325.15,323.66,2460319.44,1530,4.18,1.07,415,2.1,3.38,15918,0,0.45933,N,MBA
20011805, 11805 Novakovic (1981 EL13),Novakovic,N,0,14.29,JPL 44,0.1169,3.029,2.675,9.5,201.46,151.19,2460969.5,1930,5.27,1.67,652,2.1,3.21,15871,0,0.5519,N,MBA
20011806, 11806 Thangjam (1981 EF14),Thangjam,N,0,15.51,JPL 43,0.1103,2.251,2.003,2.53,266.75,340.21,2460916.18,1230,3.38,0.991,386,2.51,3.62,16208,0,0.54968,N,MBA
20011807, 11807 Wannberg (1981 EH17),Wannberg,N,0,13.99,JPL 48,0.1145,3.073,2.721,8.87,188.55,92.89,2460946.82,1970,5.39,1.72,671,1.76,3.2,15824,0,0.50432,N,MBA
20011808, 11808 Platz (1981 EM17),Platz,N,0,13.97,JPL 61,0.239,2.555,1.945,7.4,200.07,153.45,2460290.2,1490,4.08,0.943,367,2.3,3.39,15917,0,0.40208,N,MBA
20011809, 11809 Shinnaka (1981 EG18),Shinnaka,N,0,15.75,JPL 39,0.0631,2.262,2.119,4.71,345.49,325.88,2460048.07,1240,3.4,1.11,431,2.74,3.61,15688,0,0.5873,N,MBA
20011810, 11810 Preusker (1981 EV18),Preusker,N,0,14.56,JPL 46,0.0711,3,2.786,4.16,206.4,52.87,2460274.01,1900,5.2,1.78,691,1.81,3.25,16777,0,0.5813,N,MBA
20011811, 11811 Martinrubin (1981 EH19),Martinrubin,N,0,15.23,JPL 48,0.0931,2.23,2.022,3.43,2.42,203.15,2460578.9,1220,3.33,1.02,397,2.52,3.63,16245,0,0.49895,N,MBA
20011812, 11812 Dongqiao (1981 EL20),Dongqiao,N,0,14.12,JPL 39,0.1149,3.053,2.702,9.2,342.67,313.24,2460861.91,1950,5.33,1.7,661,1.88,3.21,15847,0,0.52621,N,MBA
20011813, 11813 Ingorichter (1981 EQ23),Ingorichter,N,0,13.86,JPL 46,0.106,3.106,2.777,6.19,172.09,93.59,2461163.77,2000,5.47,1.77,689,1.66,3.2,15790,0,0.52482,N,MBA
20011814, 11814 Schwamb (1981 EW26),Schwamb,N,0,14.23,JPL 40,0.0591,3.075,2.893,12.73,175.25,161,2461280.25,1970,5.39,1.89,734,2.03,3.19,15824,0,0.49168,N,MBA
20011815, 11815 Viikinkoski (1981 EG31),Viikinkoski,N,0,15.04,JPL 37,0.1681,2.581,2.147,3.48,327.7,2.01,2460406.4,1510,4.15,1.14,442,2.32,3.4,15918,0,0.6328,N,MBA
20011816, 11816 Vasile (1981 EX32),Vasile,N,0,15.22,JPL 35,0.1928,2.59,2.091,6.78,223.26,69.34,2460324.26,1520,4.17,1.09,423,2.12,3.38,15927,0,0.51619,N,MBA
20011817, 11817 Oguri (1981 EQ34),Oguri,N,0,15.27,JPL 40,0.2062,2.628,2.086,6.08,168.08,125.21,2460658.2,1560,4.26,1.08,419,2.06,3.36,15876,0,0.57925,N,MBA
20011818, 11818 Ulamec (1981 EK35),Ulamec,N,0,14.07,JPL 51,0.0939,2.995,2.714,0.82,279.82,79.24,2460783.65,1890,5.18,1.71,665,2.14,3.25,16791,0,0.56376,N,MBA
20011819, 11819 Millarca (1981 ER35),Millarca,N,0,14.68,JPL 44,0.1053,3.008,2.691,8.09,289.82,110.08,2461114.47,1910,5.22,1.71,666,2.08,3.23,16273,0,0.55682,N,MBA
20011820, 11820 Mikiyasato (1981 EP38),Mikiyasato,N,0,14.26,JPL 47,0.0683,3.048,2.839,10.46,192.88,163.56,2461153.31,1940,5.32,1.84,715,2.09,3.21,26590,0,0.56249,N,MBA
20011821, 11821 Coleman (1981 EG44),Coleman,N,0,13.65,JPL 44,0.0454,3.071,2.931,9.62,11.96,104.59,2460076.84,1970,5.38,1.97,766,1.83,3.21,16682,0,0.52276,N,MBA
20011823, 11823 Christen (1981 VF),Christen,N,0,14.37,JPL 49,0.2477,2.371,1.783,4.88,32.09,321.33,2460800.12,1330,3.65,0.781,304,2.48,3.5,23728,0,0.42837,N,MBA
20011824, 11824 Alpaidze (1982 SO5),Alpaidze,N,0,14.94,JPL 38,0.3061,2.638,1.83,1.73,1.32,352.95,2460870.83,1560,4.28,0.825,321,2,3.33,16633,0,0.58354,N,MBA
20011826, 11826 Yurijgromov (1982 UR10),Yurijgromov,N,0,13.98,JPL 42,0.1974,3.189,2.56,1.73,17.9,10.69,2459715.47,2080,5.69,1.56,609,1.64,3.17,17418,0,0.54395,N,MBA
20011827, 11827 Wasyuzan (1982 VD5),Wasyuzan,N,0,15.1,JPL 45,0.1518,2.28,1.934,3.2,227.62,209.97,2460443.7,1260,3.44,0.95,370,2.62,3.59,17087,0,0.5498,N,MBA
20011828, 11828 Vargha (1984 DZ),Vargha,N,0,14.32,JPL 51,0.2097,2.317,1.831,7.77,345.45,260.15,2460124.17,1290,3.53,0.839,327,2.28,3.54,25938,0,0.47471,N,MBA
20011829, 11829 Tuvikene (1984 EU1),Tuvikene,N,0,14.71,JPL 52,0.1385,2.285,1.968,3.58,333.57,170.09,2460815.66,1260,3.45,0.982,382,2.41,3.59,14800,0,0.5149,N,MBA
20011830, 11830 Jessenius (1984 JE),Jessenius,N,0,13.97,JPL 53,0.176,2.265,1.866,8.74,22.79,113.4,2460567.89,1240,3.41,0.9,350,2.4,3.58,16191,0,0.44268,N,MBA
20011831, 11831 Chaple (1984 SF3),Chaple,N,0,13.89,JPL 55,0.1553,2.646,2.235,3.19,144.88,286.86,2460356.28,1570,4.31,1.25,487,2.23,3.37,25364,0,0.47986,N,MBA
20011832, 11832 Pustylnik (1984 SC6),Pustylnik,N,0,14.67,JPL 50,0.2077,2.401,1.902,3.32,96.23,209.26,2460768.62,1360,3.72,0.888,346,2.34,3.49,14532,0,0.52773,N,MBA
20011833, 11833 Dixon (1985 RW),Dixon,N,0,15.45,JPL 45,0.0755,1.963,1.815,19.15,241.23,247.03,2460796.31,1000,2.75,0.885,344,3.05,3.81,16018,0,0.4932,N,IMB
20011836, 11836 Eileen (1986 CB),Eileen,N,0,13.91,JPL 46,0.3509,2.346,1.523,22.49,131.65,289.96,2460738.39,1310,3.59,0.669,260,2.48,3.38,14096,0,0.31858,N,MCA
20011842, 11842 Kap'bos (1987 BR1),Kap'bos,N,0,14.31,JPL 53,0.0941,2.25,2.038,3.69,272.69,172.42,2460276.96,1230,3.38,1.05,411,2.7,3.62,13624,0,0.4879,N,MBA
20011844, 11844 Ostwald (1987 QW2),Ostwald,N,0,13.21,JPL 47,0.1689,3.168,2.633,1.33,41.08,257.82,2461441.42,2060,5.64,1.62,630,1.51,3.18,26252,0,0.50117,N,MBA
20011846, 11846 Verminnen (1987 SE3),Verminnen,N,0,13.8,JPL 54,0.1226,2.535,2.224,4.67,92.96,341.23,2460567.11,1470,4.04,1.24,482,2.4,3.43,17875,0,0.48744,N,MBA
20011847, 11847 Winckelmann (1988 BY2),Winckelmann,N,0,13.69,JPL 54,0.0662,2.673,2.496,10.25,329.16,208.08,2460083.62,1600,4.37,1.51,587,2.15,3.35,26537,0,0.43645,N,MBA
20011848, 11848 Paullouka (1988 CW2),Paullouka,N,0,14.72,JPL 42,0.1267,2.649,2.314,1.22,94.74,345.8,2461222.69,1580,4.31,1.33,517,2.24,3.38,16263,0,0.43608,N,MBA
20011849, 11849 Fauvel (1988 CF7),Fauvel,N,0,13.8,JPL 51,0.1983,2.618,2.099,8.01,230.83,135.61,2460573.5,1550,4.24,1.11,431,2.37,3.36,13358,0,0.49283,N,MBA
20011852, 11852 Shoumen (1988 RD),Shoumen,N,0,13.09,JPL 45,0.2314,2.386,1.834,24.25,5.67,24.01,2460935.93,1350,3.69,0.851,331,2.58,3.38,13162,0,0.40408,N,MBA
20011853, 11853 Runge (1988 RV1),Runge,N,0,14.47,JPL 48,0.0808,2.327,2.139,4.55,10.93,92.32,2460752.27,1300,3.55,1.16,452,2.57,3.56,15124,0,0.52386,N,MBA
20011854, 11854 Ludwigrichter (1988 RM3),Ludwigrichter,N,0,14.54,JPL 49,0.1443,2.384,2.04,8.57,356,354.57,2460839.5,1340,3.68,1.03,402,2.69,3.51,13142,0,0.41356,N,MBA
20011855, 11855 Preller (1988 RS3),Preller,N,0,15.19,JPL 44,0.2433,2.361,1.786,2.52,157.31,201.18,2460669.8,1320,3.63,0.782,304,2.51,3.51,13150,0,0.48574,N,MBA
20011856, 11856 Nicolabonev (1988 RM8),Nicolabonev,N,0,15.57,JPL 43,0.2332,2.384,1.828,4.96,8.36,12.95,2460920.08,1340,3.68,0.831,323,2.53,3.49,13083,0,0.50848,N,MBA
20011858, 11858 Devinpoland (1988 RC11),Devinpoland,N,0,13.6,JPL 38,0.1544,3.153,2.666,2.17,125.62,301.98,2460002.91,2040,5.6,1.68,654,1.67,3.19,13058,0,0.47458,N,MBA
20011859, 11859 Danngarcia (1988 SN1),Danngarcia,N,0,14.86,JPL 50,0.1641,2.343,1.959,7.54,114.56,210.92,2460459.96,1310,3.59,0.951,370,2.58,3.53,13145,0,0.51627,N,MBA
20011860, 11860 Uedasatoshi (1988 UP),Uedasatoshi,N,0,13.47,JPL 55,0.175,3.142,2.593,2.41,88.45,246.84,2461457.49,2030,5.57,1.58,616,1.68,3.19,15249,0,0.42244,N,MBA
20011861, 11861 Teruhime (1988 VY2),Teruhime,N,0,11.3,JPL 58,0.1053,3.159,2.826,12.43,63.79,273.13,2461473.47,2050,5.61,1.85,721,1.91,3.16,13019,0,0.36881,N,MBA
20011868, 11868 Kleinrichert (1989 TY),Kleinrichert,N,0,14.51,JPL 39,0.1357,2.976,2.572,9.21,333.26,268.12,2460322.14,1880,5.13,1.58,616,1.77,3.23,12751,0,0.56227,N,MBA
20011870, 11870 Sverige (1989 TC3),Sverige,N,0,13.73,JPL 47,0.1897,3.051,2.472,7.85,167.92,305.46,2459869.35,1950,5.33,1.5,583,1.54,3.19,12705,0,0.45066,N,MBA
20011871, 11871 Norge (1989 TP7),Norge,N,0,15.09,JPL 38,0.073,2.239,2.076,5.41,140.04,20.07,2460516.62,1220,3.35,1.09,423,2.57,3.63,14660,0,0.56455,N,MBA
20011873, 11873 Kokuseibi (1989 WS2),Kokuseibi,N,0,13.89,JPL 54,0.1355,2.254,1.949,7.4,106.98,318.52,2460230.26,1240,3.39,0.97,377,2.72,3.6,12605,0,0.45863,N,MBA
20011874, 11874 Gringauz (1989 XD1),Gringauz,N,0,15.16,JPL 43,0.1616,2.248,1.885,4.88,150.02,221.38,2460074.84,1230,3.37,0.887,345,2.85,3.61,16157,0,0.57547,N,MBA
20011875, 11875 Rhone (1989 YG5),Rhone,N,0,12.15,JPL 56,0.1523,3.161,2.68,15.02,86.56,97.7,2460684.07,2050,5.62,1.73,675,1.61,3.13,20546,0,0.42997,N,MBA
20011876, 11876 Doncarpenter (1990 EM1),Doncarpenter,N,0,14.3,JPL 53,0.1555,2.431,2.053,5.41,234.04,92.22,2460989.9,1380,3.79,1.05,409,2.52,3.48,12509,0,0.48146,N,MBA
20011878, 11878 Hanamiyama (1990 HJ),Hanamiyama,N,0,14.29,JPL 52,0.1461,2.393,2.043,3.9,50,113,2460066.85,1350,3.7,1.06,411,2.24,3.51,20588,0,0.504,N,MBA
20011881, 11881 Mirstation (1990 QO6),Mirstation,N,0,14.13,JPL 54,0.1724,2.655,2.197,13.7,157.32,178.87,2460754.43,1580,4.33,1.19,462,2.28,3.33,17180,0,0.52527,N,MBA
20011885, 11885 Summanus (1990 SS),Summanus,Y,0,18.52,JPL 82,0.4744,1.703,0.895,19.43,359.78,116.2,2460466.64,812,2.22,0.0686,26.7,2.77,4,12032,0,0.48297,N,APO
20011886, 11886 Kraske (1990 TT10),Kraske,N,0,14.93,JPL 42,0.1642,2.756,2.304,4.08,352.89,345.39,2461414.56,1670,4.58,1.29,504,2.17,3.32,12253,0,0.5311,N,MBA
20011887, 11887 Echemmon (1990 TV12),Echemmon,N,0,10.88,JPL 44,0.0928,5.178,4.697,24.05,242.65,112.3,2460454.24,4300,11.8,3.78,1470,0.06,2.82,25496,0,0.45447,N,TJN
20011895, 11895 Dehant (1991 GU3),Dehant,N,0,14.72,JPL 55,0.0935,2.359,2.138,6.89,196.42,121.67,2460664.22,1320,3.62,1.13,442,2.64,3.54,15714,0,0.42323,N,MBA
20011896, 11896 Camelbeeck (1991 GP6),Camelbeeck,N,0,15.55,JPL 42,0.1664,2.406,2.005,2.01,193.44,33.59,2460700.1,1360,3.73,0.998,388,2.17,3.5,16955,0,0.57468,N,MBA
20011897, 11897 Lemaire (1991 GC7),Lemaire,N,0,14.88,JPL 42,0.1072,2.267,2.024,5.17,28.2,138.48,2460721.83,1250,3.41,1.04,403,2.46,3.6,25951,0,0.50166,N,MBA
20011898, 11898 Dedeyn (1991 GM9),Dedeyn,N,0,13.28,JPL 45,0.1035,3.23,2.896,2.1,128.82,59.71,2460999.23,2120,5.81,1.9,739,1.39,3.18,27108,0,0.49808,N,OMB
20011899, 11899 Weill (1991 GJ10),Weill,N,0,13.19,JPL 48,0.0293,3.169,3.076,9.81,40.8,155.2,2460758.42,2060,5.64,2.08,808,1.7,3.18,12606,0,0.49114,N,MBA
20011900, 11900 Spinoy (1991 LV2),Spinoy,N,0,15.08,JPL 45,0.1881,2.41,1.957,3.4,101.46,222.53,2460906.82,1370,3.74,0.946,368,2.45,3.49,12071,0,0.57352,N,MBA
20011905, 11905 Giacometti (1991 VL6),Giacometti,N,0,14.45,JPL 53,0.1644,2.561,2.14,13.27,205.66,204.67,2460526.34,1500,4.1,1.15,449,2.45,3.38,11994,0,0.55337,N,MBA
20011907, 11907 Naranen (1992 ER8),Naranen,N,0,13.49,JPL 56,0.0552,2.842,2.685,2.98,65.31,239.03,2459864.85,1750,4.79,1.67,650,2.12,3.31,17836,0,0.48143,N,MBA
20011908, 11908 Nicaragua (1992 GC5),Nicaragua,N,0,13.75,JPL 51,0.0692,3.046,2.835,2.39,68.32,143.11,2460382.9,1940,5.32,1.83,713,1.7,3.23,11800,0,0.55074,N,MBA
20011911, 11911 Angel (1992 LF),Angel,N,0,11.94,JPL 56,0.1561,3.197,2.698,20.15,152.24,220.32,2459789.88,2090,5.72,1.72,670,1.82,3.08,19631,0,0.39997,N,MBA
20011912, 11912 Piedade (1992 OP5),Piedade,N,0,14.52,JPL 51,0.138,2.312,1.993,3.35,181.94,94.12,2460277.44,1280,3.52,0.981,382,2.47,3.57,11736,0,0.45576,N,MBA
20011913, 11913 Svarna (1992 RD3),Svarna,N,0,15.1,JPL 43,0.1601,2.267,1.904,5.02,325.6,77.42,2460250.76,1250,3.41,0.919,358,2.78,3.59,15147,0,0.50511,N,MBA
20011914, 11914 Sinachopoulos (1992 RZ3),Sinachopoulos,N,0,15.38,JPL 40,0.1194,2.279,2.007,0.66,205.14,48.1,2461161.53,1260,3.44,0.994,387,2.47,3.6,11695,0,0.52893,N,MBA
20011915, 11915 Nishiinoue (1992 SJ1),Nishiinoue,N,0,14.95,JPL 46,0.1972,2.319,1.862,5.39,87.75,284.77,2460514.46,1290,3.53,0.87,339,2.7,3.55,12206,0,0.52196,N,MBA
20011916, 11916 Wiesloch (1992 ST17),Wiesloch,N,0,14.47,JPL 49,0.0641,2.369,2.217,6.24,178.42,301.72,2459953.67,1330,3.65,1.24,483,2.52,3.54,11666,0,0.37012,N,MBA
20011921, 11921 Mitamasahiro (1992 UN3),Mitamasahiro,N,0,13.05,JPL 57,0.0159,2.691,2.649,14.26,233.67,180.02,2460266.07,1610,4.42,1.66,646,2.34,3.33,16640,0,0.31576,N,MBA
20011925, 11925 Usubae (1992 YA1),Usubae,N,0,15.5,JPL 38,0.1927,2.372,1.914,2.2,171.96,245.54,2460925.32,1330,3.65,0.927,361,2.52,3.52,11541,0,0.4529,N,MBA
20011926, 11926 Orinoco (1992 YM2),Orinoco,N,0,14.1,JPL 50,0.0983,2.447,2.206,7.96,86.09,286.06,2461285.69,1400,3.83,1.22,476,2.75,3.48,11483,0,0.46383,N,MBA
20011927, 11927 Mount Kent (1993 BA),Mount Kent,N,0,12.81,JPL 58,0.0633,2.568,2.405,14.79,113.9,184.63,2460204.58,1500,4.12,1.39,541,2.45,3.38,17815,0,0.36111,N,MBA
20011928, 11928 Akimotohiro (1993 BT2),Akimotohiro,N,0,13.49,JPL 55,0.2102,2.634,2.08,5.44,328.61,195.58,2460056.32,1560,4.27,1.09,424,1.8,3.36,25395,0,0.42699,N,MBA
20011929, 11929 Uchino (1993 BG3),Uchino,N,0,13.94,JPL 52,0.2086,2.798,2.215,8.15,138.02,74.01,2461204.04,1710,4.68,1.23,478,1.64,3.28,14792,0,0.51547,N,MBA
20011930, 11930 Osamu (1993 CJ1),Osamu,N,0,13.87,JPL 62,0.0977,2.568,2.318,13.36,161.42,344.6,2461002.47,1500,4.12,1.33,519,2.18,3.39,13003,0,0.39009,N,MBA
20011933, 11933 Himuka (1993 ES),Himuka,N,0,13.09,JPL 52,0.1914,2.672,2.16,11.44,1.81,225.88,2460360.26,1600,4.37,1.17,456,1.87,3.33,17164,0,0.31993,N,MBA
20011934, 11934 Lundgren (1993 FL4),Lundgren,N,0,14.15,JPL 52,0.1362,2.546,2.2,2.16,138.52,295.32,2460556.94,1480,4.06,1.22,473,2.36,3.43,12018,0,0.48536,N,MBA
20011935, 11935 Olakarlsson (1993 FB8),Olakarlsson,N,0,14.38,JPL 50,0.188,2.772,2.251,3.81,76.38,211.2,2461279.45,1690,4.62,1.24,481,1.87,3.31,17250,0,0.52035,N,MBA
20011936, 11936 Tremolizzo (1993 FX9),Tremolizzo,N,0,14.18,JPL 52,0.0679,2.522,2.351,3.67,81.02,82.13,2460701.61,1460,4.01,1.36,531,2.28,3.45,17184,0,0.50666,N,MBA
20011941, 11941 Archinal (1993 KT1),Archinal,N,0,14.38,JPL 48,0.05,1.952,1.854,25.1,77.42,211.78,2460197.2,996,2.73,0.851,331,3.03,3.77,12579,0,0.35396,N,IMB
20011942, 11942 Guettard (1993 NV),Guettard,N,0,13.93,JPL 53,0.0556,2.877,2.717,0.81,244.02,44.08,2459841.02,1780,4.88,1.7,662,2.04,3.29,16177,0,0.54143,N,MBA
20011943, 11943 Davidhartley (1993 OF9),Davidhartley,N,0,12.58,JPL 58,0.0506,3.017,2.864,8.94,300.88,300.48,2460412.91,1910,5.24,1.86,725,1.94,3.23,14989,0,0.38759,N,MBA
20011944, 11944 Shaftesbury (1993 OK9),Shaftesbury,N,0,13.42,JPL 62,0.0178,2.891,2.839,2.98,128.84,144.85,2459832.85,1800,4.92,1.82,710,2.05,3.29,25605,0,0.47766,N,MBA
20011945, 11945 Amsterdam (1993 PC5),Amsterdam,N,0,13.33,JPL 56,0.1214,3.043,2.673,10.43,168.21,159.12,2460813.46,1940,5.31,1.67,648,1.98,3.2,13133,0,0.49715,N,MBA
20011946, 11946 Bayle (1993 PB7),Bayle,N,0,13.2,JPL 54,0.152,3.138,2.661,0.53,174.12,78.82,2461098.75,2030,5.56,1.65,641,1.42,3.19,12963,0,0.48309,N,MBA
20011947, 11947 Kimclijsters (1993 PK7),Kimclijsters,N,0,13.9,JPL 52,0.2116,3.194,2.518,0.2,91.41,225.61,2459643.97,2080,5.71,1.5,586,1.43,3.16,17361,0,0.51482,N,MBA
20011948, 11948 Justinehenin (1993 QQ4),Justinehenin,N,0,13.4,JPL 52,0.1294,3.188,2.775,1.9,159.1,77.81,2461212.94,2080,5.69,1.77,687,1.4,3.18,18723,0,0.53936,N,MBA
20011949, 11949 Kagayayutaka (1993 SD2),Kagayayutaka,N,0,12.09,JPL 62,0.1832,3.084,2.519,7.62,225.86,249.92,2459706.39,1980,5.42,1.55,603,1.59,3.19,11325,0,0.34911,N,MBA
20011950, 11950 Morellet (1993 SG5),Morellet,N,0,13.63,JPL 47,0.1265,3.221,2.814,1.95,134.7,354.44,2460484.28,2110,5.78,1.83,712,1.43,3.17,14701,0,0.51396,N,OMB
20011955, 11955 Russrobb (1994 CA1),Russrobb,N,0,15.39,JPL 41,0.0702,2.398,2.23,4.49,195.81,68.04,2460701.02,1360,3.71,1.22,475,2.46,3.52,11080,0,0.56404,N,MBA
20011956, 11956 Tamarakate (1994 CL14),Tamarakate,N,0,14.77,JPL 45,0.1137,2.302,2.04,5.32,107.04,264.32,2460371.62,1280,3.49,1.05,408,2.9,3.58,12667,0,0.50889,N,MBA
20011958, 11958 Galiani (1994 EJ7),Galiani,N,0,14.25,JPL 52,0.1447,2.29,1.959,6,89.96,293.28,2460348.48,1270,3.47,0.971,378,2.84,3.58,10939,0,0.44882,N,MBA
20011959, 11959 Okunokeno (1994 GG1),Okunokeno,N,0,13.98,JPL 46,0.1567,2.645,2.231,13.3,142.31,69.83,2460489.06,1570,4.3,1.27,494,2.02,3.34,14426,0,0.44031,N,MBA
20011963, 11963 Ignace (1994 PO16),Ignace,N,0,14.26,JPL 47,0.0587,2.764,2.602,6.11,312.95,221.35,2460583.49,1680,4.6,1.61,628,2.07,3.33,12672,0,0.52495,N,MBA
20011964, 11964 Prigogine (1994 PY17),Prigogine,N,0,14.55,JPL 47,0.0763,2.929,2.706,1.59,206.59,108.68,2460474.27,1830,5.01,1.69,659,2.04,3.27,10989,0,0.56161,N,MBA
20011965, 11965 Catullus (1994 PF20),Catullus,N,0,14.2,JPL 47,0.2231,2.906,2.257,11,343,271.4,2460151.93,1810,4.95,1.28,497,1.72,3.22,16982,0,0.5448,N,MBA
20011966, 11966 Plateau (1994 PJ20),Plateau,N,0,14.18,JPL 52,0.0401,2.836,2.722,1,265.82,26.96,2459833.07,1740,4.78,1.71,664,2.11,3.31,12340,0,0.55631,N,MBA
20011967, 11967 Boyle (1994 PW20),Boyle,N,0,13.76,JPL 52,0.025,2.743,2.675,3.91,345.49,213.11,2460564.37,1660,4.54,1.67,652,2.15,3.34,11816,0,0.49564,N,MBA
20011968, 11968 Demariotte (1994 PR27),Demariotte,N,0,13.72,JPL 53,0.0536,2.739,2.593,4.69,9.95,133.05,2460306.09,1660,4.53,1.61,626,2.1,3.34,15577,0,0.49767,N,MBA
20011969, 11969 Gay-Lussac (1994 PC37),Gay-Lussac,N,0,14.25,JPL 46,0.08,2.781,2.559,2.49,296.87,126.86,2460152.27,1690,4.64,1.57,612,2.23,3.33,17309,0,0.48744,N,MBA
20011970, 11970 Palitzsch (1994 TD),Palitzsch,N,0,14.24,JPL 46,0.0407,3.038,2.914,4.17,178.75,264.67,2461526.43,1930,5.3,1.93,753,1.94,3.24,10889,0,0.53312,N,MBA
20011974, 11974 Yasuhidefujita (1994 YF),Yasuhidefujita,N,0,13.36,JPL 50,0.2034,3.116,2.483,2.39,119.96,263.72,2461419.61,2010,5.5,1.49,579,1.71,3.18,18789,0,0.49023,N,MBA
20011976, 11976 Josephthurn (1995 JG),Josephthurn,N,0,14.6,JPL 49,0.0529,1.979,1.875,21.69,35.22,49.87,2460694.39,1020,2.79,0.91,354,3.03,3.77,10723,0,0.32779,N,IMB
20011977, 11977 Leonrisoldi (1995 OA),Leonrisoldi,N,0,13.99,JPL 53,0.086,2.327,2.127,6.15,274.69,151.11,2460639.2,1300,3.55,1.14,445,2.7,3.56,10648,0,0.42802,N,MBA
20011978, 11978 Makotomasako (1995 SS4),Makotomasako,N,0,14.34,JPL 47,0.3049,2.618,1.82,4.74,45.94,38.42,2461052.55,1550,4.24,0.839,327,1.86,3.33,19587,0,0.30183,N,MBA
20011980, 11980 Ellis (1995 SP8),Ellis,N,0,14.95,JPL 47,0.1092,2.46,2.192,6.43,172.58,91.89,2460966.67,1410,3.86,1.19,463,2.34,3.47,10875,0,0.49093,N,MBA
20011981, 11981 Boncompagni (1995 UY1),Boncompagni,N,0,14.55,JPL 49,0.0649,2.655,2.482,4.69,321.62,159.66,2459853.45,1580,4.33,1.5,584,2.22,3.38,17632,0,0.51711,N,MBA
20011984, 11984 Manet (1995 UK45),Manet,N,0,14.9,JPL 41,0.081,2.628,2.415,1.5,301.27,344.36,2460535.67,1560,4.26,1.4,545,2.26,3.4,10575,0,0.57044,N,MBA
20011987, 11987 Yonematsu (1995 VU1),Yonematsu,N,0,13.07,JPL 47,0.0945,2.699,2.444,13.74,70.68,92.14,2460158.64,1620,4.43,1.5,584,2.15,3.32,21878,0,0.42461,N,MBA
20011997, 11997 Fassel (1995 YU9),Fassel,N,0,14.12,JPL 47,0.0623,3.01,2.822,9.27,289.49,61.54,2460876.65,1910,5.22,1.83,712,2.11,3.23,13144,0,0.55544,N,MBA
20011998, 11998 Fermilab (1996 AG7),Fermilab,N,0,14.38,JPL 41,0.242,3.072,2.329,4.24,87.26,256.51,2461241.84,1970,5.39,1.33,516,1.61,3.18,16648,0,0.55129,N,MBA
20012001, 12001 Gasbarini (1996 ED9),Gasbarini,N,0,13.34,JPL 50,0.0373,3.142,3.025,14.08,156.1,180.9,2461341.15,2030,5.57,2.01,784,1.95,3.16,26747,0,0.50752,N,MBA
20012002, 12002 Suess (1996 FR1),Suess,N,0,13.68,JPL 49,0.1067,3.017,2.695,9.43,216.57,99.64,2460401.26,1910,5.24,1.7,663,1.96,3.22,15288,0,0.49453,N,MBA
20012003, 12003 Hideosugai (1996 FM5),Hideosugai,N,0,12.33,JPL 56,0.0917,3.369,3.06,9.82,10.55,75.81,2460760.06,2260,6.18,2.1,816,1.58,3.12,17843,0,0.36846,N,OMB
20012005, 12005 Delgiudice (1996 KA3),Delgiudice,N,0,12.81,JPL 56,0.1675,3.158,2.629,10.92,132.87,135.74,2461097.39,2050,5.61,1.63,633,1.54,3.16,16113,0,0.49576,N,MBA
20012006, 12006 Hruschka (1996 OO),Hruschka,N,0,12.25,JPL 56,0.0862,3.964,3.622,10.25,231.6,8.45,2461403.74,2880,7.89,2.61,1020,0.702,3.02,10437,0,0.45759,N,OMB
20012007, 12007 Fermat (1996 TD7),Fermat,N,0,15.39,JPL 40,0.0992,2.26,2.036,6.36,33.27,155.29,2460782.97,1240,3.4,1.04,405,2.47,3.61,11991,0,0.58751,N,MBA
20012008, 12008 Kandrup (1996 TY9),Kandrup,N,1,13.27,JPL 63,0.3163,1.996,1.365,29.75,263.29,344.87,2460367.66,1030,2.82,0.359,140,2.47,3.63,27343,0,0.28893,N,MCA
20012010, 12010 Kovarov (1996 UN),Kovarov,N,0,15.32,JPL 38,0.1392,2.224,1.915,4.8,199.12,304.73,2460420.53,1210,3.32,0.933,363,2.49,3.63,16262,0,0.48903,N,MBA
20012012, 12012 Kitahiroshima (1996 VH8),Kitahiroshima,N,0,14.17,JPL 53,0.1462,2.284,1.95,7.15,24.03,11.66,2460449.9,1260,3.45,0.956,372,2.82,3.58,15337,0,0.50092,N,MBA
20012013, 12013 Sibatahosimi (1996 VU8),Sibatahosimi,N,0,15.25,JPL 46,0.1315,2.239,1.945,6.14,207.64,216.49,2460233.28,1220,3.35,0.961,374,2.77,3.62,27141,0,0.40825,N,MBA
